PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF PLAY,OFF STR,PLAY DIR,QTR,TD_SCORED,SAFETY,FUMBLE,INTERCEPTION,TURNOVER,RB,TE,WR
44,o,2,10,1.0,14,0.0,0,5,1,1,1,2,0,0,0,0,0,1,0,4
45,o,3,5,1.0,9,1.0,2,0,11,2,0,2,0,0,0,0,0,1,0,4
46,o,4,5,1.0,9,0.0,0,0,8,1,1,2,0,0,0,0,0,1,0,4
52,o,1,10,1.0,21,1.0,1,-14,0,2,0,2,0,0,0,0,0,1,0,4
53,o,2,24,1.0,35,1.0,9,20,11,0,0,2,0,0,0,0,0,1,0,4
54,o,4,3,0.0,15,1.0,3,4,11,0,1,2,0,0,0,0,0,1,0,4
55,o,1,10,2.0,11,0.0,0,2,5,2,0,2,0,0,0,0,0,1,0,4
56,o,2,8,2.0,9,,8,-5,7,1,--,2,0,0,0,0,0,1,0,4
57,o,2,13,2.0,14,0.0,6,0,1,0,1,2,0,0,1,0,1,1,0,4
64,o,1,10,1.0,-43,0.0,0,0,0,0,1,3,0,0,0,0,0,1,1,3
65,o,2,10,1.0,-43,0.0,0,2,1,0,0,3,0,0,0,0,0,1,1,3
66,o,3,8,1.0,-45,0.0,0,17,7,0,0,3,0,0,0,0,0,1,1,3
67,o,1,10,2.0,38,1.0,1,-5,11,1,0,3,0,0,0,0,0,1,0,4
68,o,2,15,0.0,43,1.0,1,0,11,1,1,3,0,0,0,0,0,1,0,4
69,o,3,15,2.0,43,1.0,8,32,11,0,1,3,0,0,0,0,0,0,0,5
70,o,1,10,1.0,11,1.0,3,5,11,0,1,3,0,0,0,0,0,0,0,5
71,o,2,5,1.0,6,0.0,0,6,11,0,1,3,1,0,0,0,0,0,0,5
77,o,1,10,1.0,-25,1.0,2,0,11,0,1,3,0,0,0,0,0,0,0,5
78,o,2,10,1.0,-25,0.0,0,5,0,1,0,3,0,0,0,0,0,1,0,4
79,o,3,5,1.0,-30,0.0,0,6,7,2,1,3,0,0,0,0,0,1,0,4
80,o,1,10,1.0,-36,0.0,0,6,1,2,0,3,0,0,0,0,0,1,0,4
82,o,3,1,2.0,-45,0.0,0,6,1,2,1,3,0,0,0,0,0,1,0,4
83,o,1,10,1.0,49,0.0,0,1,3,1,0,3,0,0,0,0,0,0,0,5
84,o,2,9,0.0,48,0.0,0,3,3,1,1,3,0,0,0,0,0,0,0,5
85,o,3,6,1.0,45,1.0,3,15,7,0,1,3,0,0,0,0,0,1,1,3
86,o,1,10,1.0,30,1.0,2,0,1,0,0,3,0,0,0,0,0,1,1,3
87,o,2,10,1.0,30,0.0,0,2,1,0,1,3,0,0,0,0,0,1,1,3
88,o,3,8,1.0,28,,8,-6,--,0,--,3,0,0,0,0,0,0,0,5
89,o,3,14,1.0,34,1.0,1,-8,11,1,1,3,0,0,0,0,0,1,1,3
97,o,1,10,1.0,45,0.0,0,5,3,0,0,4,0,0,0,0,0,1,0,4
98,o,2,5,0.0,40,0.0,0,40,0,0,0,4,1,0,0,0,0,1,0,4
109,o,1,10,1.0,-13,0.0,0,1,0,0,0,4,0,0,0,0,0,1,0,4
110,o,2,9,1.0,-14,0.0,0,6,0,0,0,4,0,0,0,0,0,1,0,4
111,o,3,3,2.0,-20,0.0,0,1,1,2,1,4,0,0,0,0,0,1,0,4
122,o,1,10,2.0,-35,0.0,0,-8,11,--,0,4,0,0,0,0,0,0,0,0
123,o,2,18,2.0,-27,0.0,0,-7,11,--,0,4,0,0,0,0,0,0,0,0
124,o,3,25,0.0,-20,,8,5,--,2,--,4,0,0,0,0,0,1,0,4
125,o,3,20,0.0,-25,0.0,8,-7,3,2,1,4,0,0,0,0,0,1,0,4
126,o,4,27,1.0,-18,0.0,0,12,3,1,1,4,0,0,0,0,0,0,0,5
2,o,1,10,0.0,-34,0.0,0,10,--,0,1,1,0,0,0,0,0,1,0,4
3,o,1,10,0.0,-44,0.0,0,-2,--,1,1,1,0,0,0,0,0,1,0,4
4,o,2,12,2.0,-42,0.0,0,0,--,1,1,1,0,0,0,0,0,1,0,4
5,o,3,12,1.0,-42,1.0,5,0,--,0,0,1,0,0,0,1,1,1,1,3
11,o,1,10,0.0,-29,1.0,3,13,--,2,1,1,0,0,0,0,0,1,0,4
12,o,1,10,1.0,-42,0.0,0,2,--,2,0,1,0,0,0,0,0,1,0,4
13,o,2,8,0.0,-44,0.0,0,3,--,1,0,1,0,0,0,0,0,1,0,4
14,o,3,5,0.0,-47,1.0,1,-10,--,1,1,1,0,0,0,0,0,1,1,3
21,o,1,10,1.0,-25,1.0,1,-4,--,0,0,1,0,0,0,0,0,1,1,3
22,o,2,14,0.0,-21,1.0,3,6,--,2,0,1,0,0,0,0,0,1,0,4
23,o,3,8,0.0,-27,0.0,6,0,--,1,0,1,0,0,1,0,1,1,0,4
31,o,1,10,1.0,-36,0.0,0,4,--,0,1,1,0,0,0,0,0,1,1,3
32,o,2,6,1.0,-40,0.0,0,2,--,0,0,1,0,0,0,0,0,1,0,4
33,o,3,4,1.0,-42,0.0,0,0,--,0,0,2,0,0,0,0,0,1,0,4
39,o,1,10,1.0,26,0.0,0,5,--,0,1,2,0,0,0,0,0,1,0,4
40,o,2,5,1.0,21,0.0,0,2,--,0,1,2,0,0,0,0,0,1,0,4
41,o,3,3,1.0,19,0.0,0,0,--,0,1,2,0,0,0,0,0,1,0,4
49,o,1,10,1.0,-47,1.0,3,8,--,2,1,2,0,0,0,0,0,1,0,4
50,o,2,2,1.0,45,1.0,3,5,--,2,1,2,0,0,0,0,0,1,0,4
51,o,1,10,1.0,40,0.0,0,1,--,0,0,2,0,0,0,0,0,1,0,4
52,o,2,9,1.0,39,0.0,0,2,--,2,1,2,0,0,0,0,0,1,0,4
53,o,3,7,1.0,37,1.0,5,0,--,0,0,2,0,0,0,1,1,1,1,3
58,o,1,10,1.0,-23,1.0,2,0,--,0,0,2,0,0,0,0,0,1,1,3
59,o,2,10,1.0,-23,1.0,2,0,--,2,1,2,0,0,0,0,0,1,0,4
60,o,3,10,1.0,-23,0.0,0,7,--,2,0,2,0,0,0,0,0,1,0,4
70,o,1,10,0.0,-36,0.0,0,9,--,0,1,3,0,0,0,0,0,1,1,3
71,o,2,1,1.0,-45,0.0,0,1,--,0,0,3,0,0,0,0,0,1,0,4
72,o,1,10,2.0,-46,0.0,0,5,--,0,0,3,0,0,0,0,0,1,0,4
73,o,2,5,0.0,49,0.0,0,15,--,0,0,3,0,0,0,0,0,1,0,4
74,o,1,10,0.0,34,0.0,0,-1,--,0,1,3,0,0,0,0,0,1,0,4
75,o,2,11,2.0,35,0.0,0,8,--,0,0,3,0,0,0,0,0,1,1,3
76,o,3,3,0.0,27,0.0,0,14,--,0,0,3,0,0,0,0,0,1,0,4
77,o,1,10,0.0,13,0.0,0,2,--,2,1,3,0,0,0,0,0,1,0,4
78,o,2,8,2.0,11,0.0,6,0,--,0,0,3,0,0,1,0,1,1,1,3
86,o,1,10,1.0,-36,1.0,2,0,--,--,1,3,0,0,0,0,0,0,0,0
87,o,2,10,1.0,-36,0.0,0,0,--,0,1,3,0,0,0,0,0,1,0,4
88,o,3,10,1.0,-36,1.0,3,6,--,2,0,3,0,0,0,0,0,1,0,4
89,o,4,4,2.0,-42,1.0,2,0,--,0,0,3,0,0,0,0,0,1,0,4
95,o,1,10,0.0,22,0.0,0,7,--,1,0,3,0,0,0,0,0,1,0,4
97,o,2,3,2.0,15,0.0,0,-2,--,0,1,4,0,0,0,0,0,1,0,4
98,o,3,5,2.0,17,1.0,3,13,--,0,0,4,0,0,0,0,0,1,1,3
99,o,1,4,0.0,4,0.0,0,2,--,0,1,4,0,0,0,0,0,1,0,4
100,o,2,2,0.0,2,0.0,0,0,--,0,0,4,0,0,0,0,0,1,0,4
101,o,3,2,2.0,2,0.0,0,1,--,1,1,4,0,0,0,0,0,1,1,3
102,o,4,1,1.0,1,0.0,0,1,--,1,1,4,1,0,0,0,0,1,2,2
108,o,1,10,0.0,-47,1.0,2,0,--,0,1,4,0,0,0,0,0,1,0,4
109,o,2,10,0.0,-47,0.0,0,1,--,0,1,4,0,0,0,0,0,1,0,4
110,o,3,9,2.0,-48,1.0,3,3,--,1,1,4,0,0,0,0,0,1,0,4
111,o,4,6,1.0,49,1.0,1,-4,--,2,1,4,0,0,0,0,0,1,0,4
116,o,1,10,2.0,-43,1.0,2,0,--,2,1,4,0,0,0,0,0,1,0,4
117,o,2,10,2.0,-43,0.0,0,5,--,1,1,4,0,0,0,0,0,1,0,4
2,o,1,10,1.0,-42,0.0,0,-2,--,1,0,1,0,0,0,0,0,1,0,4
3,o,2,12,2.0,-40,0.0,0,7,--,1,0,1,0,0,0,0,0,1,0,4
4,o,3,5,2.0,-47,0.0,0,13,--,1,1,1,0,0,0,0,0,1,0,4
5,o,1,10,1.0,40,0.0,0,0,--,1,1,1,0,0,0,0,0,1,0,4
6,o,2,10,1.0,40,0.0,0,2,--,0,1,1,0,0,0,0,0,1,1,3
7,o,3,8,1.0,38,0.0,0,2,--,0,0,1,0,0,0,0,0,1,1,3
8,o,4,6,0.0,36,0.0,0,0,--,1,1,1,0,0,0,0,0,1,0,4
15,o,1,10,1.0,-16,0.0,0,4,--,--,1,1,0,0,0,0,0,0,0,0
16,o,2,6,1.0,-20,1.0,1,-5,--,1,0,1,0,0,0,0,0,1,0,4
17,o,3,11,1.0,-15,1.0,2,0,--,2,1,1,0,0,0,0,0,1,0,4
24,o,1,10,2.0,-36,1.0,2,0,--,0,1,1,0,0,0,0,0,1,0,4
25,o,2,10,2.0,-36,0.0,0,2,--,2,1,1,0,0,0,0,0,1,0,4
26,o,3,8,1.0,-38,0.0,0,4,--,1,0,1,0,0,0,0,0,1,1,3
34,o,1,10,2.0,-16,0.0,0,3,--,2,0,2,0,0,0,0,0,1,0,4
35,o,2,7,2.0,-19,0.0,6,0,--,1,1,2,0,0,1,0,1,1,1,3
41,o,1,10,2.0,-40,0.0,0,-5,--,1,0,2,0,0,0,0,0,1,1,3
42,o,2,15,0.0,-35,1.0,2,0,--,1,0,2,0,0,0,0,0,1,0,4
43,o,3,15,0.0,-35,0.0,0,0,--,2,0,2,0,0,0,0,0,1,0,4
45,o,1,10,0.0,41,,8,-5,--,0,--,2,0,0,0,0,0,1,1,3
46,o,1,15,2.0,46,1.0,1,-1,--,0,1,2,0,0,0,0,0,1,1,3
47,o,2,16,2.0,47,1.0,3,6,--,0,0,2,0,0,0,0,0,1,0,4
48,o,3,10,0.0,41,1.0,2,0,--,1,0,2,0,0,0,0,0,1,0,4
60,o,1,10,0.0,-35,,8,-5,--,2,--,2,0,0,0,0,0,1,0,4
61,o,1,15,0.0,-30,0.0,0,5,--,2,0,2,0,0,0,0,0,1,0,4
62,o,2,10,0.0,-35,1.0,9,11,--,2,0,2,0,0,0,0,0,1,0,4
63,o,1,10,0.0,-46,1.0,1,-7,--,2,0,2,0,0,0,0,0,1,0,4
64,o,2,17,0.0,-39,1.0,2,0,--,1,0,2,0,0,0,0,0,1,0,4
65,o,3,17,0.0,-39,1.0,2,0,--,1,0,2,0,0,0,0,0,1,0,4
66,o,4,17,0.0,-39,1.0,9,0,--,0,1,2,0,0,0,0,0,1,1,3
78,o,1,10,2.0,-5,0.0,0,6,--,0,0,3,0,0,0,0,0,2,1,2
79,o,2,4,2.0,-11,0.0,0,1,--,1,1,3,0,0,0,0,0,1,0,4
80,o,3,3,1.0,-12,0.0,0,4,--,1,0,3,0,0,0,0,0,1,1,3
81,o,1,10,1.0,-16,1.0,2,0,--,2,1,3,0,0,0,0,0,1,0,4
82,o,2,10,1.0,-16,0.0,0,10,--,0,0,3,0,0,0,0,0,1,0,4
83,o,1,10,0.0,-26,1.0,5,0,--,2,1,3,0,0,0,1,1,1,0,4
95,o,1,10,0.0,-42,0.0,0,7,--,2,0,3,0,0,0,0,0,1,0,4
96,o,2,3,0.0,-49,0.0,0,-4,--,1,0,3,0,0,0,0,0,1,1,3
97,o,3,7,0.0,-45,,8,5,--,1,--,3,0,0,0,0,0,1,0,4
98,o,3,2,0.0,50,0.0,0,-7,--,1,1,3,0,0,0,0,0,1,0,4
105,o,1,10,2.0,33,1.0,3,17,--,1,1,4,0,0,0,0,0,1,1,3
106,o,1,10,1.0,16,0.0,0,11,--,2,0,4,0,0,0,0,0,1,0,4
107,o,1,5,2.0,5,0.0,0,5,--,0,1,4,1,0,0,0,0,1,0,4
114,o,1,10,1.0,-31,0.0,0,3,--,0,0,4,0,0,0,0,0,1,0,4
115,o,2,7,0.0,-34,0.0,0,0,--,0,1,4,0,0,0,0,0,1,0,4
116,o,3,7,1.0,-34,0.0,0,4,--,0,0,4,0,0,0,0,0,1,0,4
117,o,4,3,2.0,-38,0.0,0,5,--,0,1,4,0,0,0,0,0,1,0,4
118,o,1,10,2.0,-43,1.0,3,15,--,0,1,4,0,0,0,0,0,1,0,4
119,o,1,10,1.0,42,0.0,0,0,--,0,0,4,0,0,0,0,0,1,0,4
120,o,2,10,1.0,42,0.0,0,2,--,0,1,4,0,0,0,0,0,1,0,4
121,o,3,8,1.0,40,0.0,0,4,--,0,1,4,0,0,0,0,0,1,0,4
123,o,4,4,1.0,36,1.0,2,0,--,0,1,4,0,0,0,0,0,1,0,4
2,o,--,--,,--,,0,--,3,--,--,--,0,0,0,0,0,2,2,2
3,o,--,--,,--,,0,--,3,--,--,--,0,0,0,0,0,2,0,3
4,o,--,--,,--,,0,--,7,--,--,--,0,0,0,0,0,1,1,3
5,o,--,--,,--,,2,0,11,--,--,--,0,0,0,0,0,1,1,3
6,o,--,--,,--,,0,--,0,--,--,--,0,0,0,0,0,1,0,4
7,o,--,--,,--,,2,0,11,--,--,--,0,0,0,0,0,2,0,4
12,o,--,--,,--,,0,--,3,--,--,--,0,0,0,0,0,1,0,4
13,o,--,--,,--,,0,--,3,--,--,--,0,0,0,0,0,1,0,4
14,o,--,--,,--,,0,--,1,--,--,--,0,0,0,0,0,1,1,3
15,o,--,--,,--,0.0,0,--,3,--,--,--,0,0,0,0,0,2,0,3
16,o,--,--,,--,1.0,3,--,11,--,--,--,1,0,0,0,0,2,0,4
27,o,--,--,,--,1.0,2,0,11,--,--,--,0,0,0,0,0,0,0,5
28,o,--,--,,--,1.0,2,0,11,--,--,--,0,0,0,0,0,2,0,4
29,o,--,--,,--,1.0,5,0,11,--,--,--,0,0,0,1,1,2,0,4
33,o,--,--,,--,0.0,--,--,7,--,--,--,0,0,0,0,0,1,0,4
34,o,--,--,,--,0.0,--,--,3,--,--,--,0,0,0,0,0,1,0,4
35,o,--,--,,--,0.0,--,--,3,--,--,--,0,0,0,0,0,1,1,3
36,o,--,--,,--,1.0,9,--,11,--,--,--,0,0,0,0,0,2,0,4
37,o,--,--,,--,1.0,3,--,11,--,--,--,0,0,0,0,0,1,1,3
46,o,--,--,,--,0.0,--,--,1,--,--,--,0,0,0,0,0,2,0,3
47,o,--,--,,--,1.0,2,0,11,--,--,--,0,0,0,0,0,2,0,4
48,o,--,--,,--,1.0,2,0,11,--,--,--,0,0,0,0,0,2,0,4
58,o,--,--,,--,0.0,,--,3,--,--,--,0,0,0,0,0,2,0,3
59,o,--,--,,--,0.0,6,--,3,--,--,--,0,0,1,0,1,1,1,3
65,o,--,--,,--,0.0,--,--,3,--,--,--,0,0,0,0,0,2,0,3
66,o,--,--,,--,0.0,--,--,7,--,--,--,0,0,0,0,0,2,0,3
67,o,--,--,,--,0.0,--,--,3,--,--,--,0,0,0,0,0,1,0,4
68,o,--,--,,--,0.0,--,--,3,--,--,--,0,0,0,0,0,1,0,4
69,o,--,--,,--,1.0,--,--,11,--,--,--,0,0,0,0,0,1,0,4
70,o,--,--,,--,0.0,--,--,3,--,--,--,0,0,0,0,0,1,0,4
71,o,--,--,,--,0.0,--,--,3,--,--,--,0,0,0,0,0,2,0,3
72,o,--,--,,--,1.0,--,--,11,--,--,--,0,0,0,0,0,2,0,4
73,o,--,--,,--,1.0,--,--,11,--,--,--,0,0,0,0,0,1,0,4
88,o,--,--,,--,0.0,9,--,3,--,--,--,0,0,0,0,0,1,1,3
89,o,--,--,,--,1.0,9,--,11,--,--,--,0,0,0,0,0,2,0,4
90,o,--,--,,--,0.0,--,--,3,--,--,--,0,0,0,0,0,1,0,4
100,o,--,--,,--,0.0,--,--,7,--,--,--,0,0,0,0,0,2,0,3
101,o,--,--,,--,0.0,3,--,7,--,--,--,0,0,0,0,0,2,0,3
102,o,--,--,,--,1.0,3,--,11,--,--,--,0,0,0,0,0,0,0,5
103,o,0,--,,3,0.0,0,--,3,--,--,--,1,0,0,0,0,3,0,2
104,o,0,--,,3,1.0,,--,3,--,--,--,0,0,0,0,0,2,0,3
123,o,--,--,,--,0.0,--,--,1,--,--,--,0,0,0,0,0,2,0,4
124,o,--,--,,--,0.0,3,--,3,--,--,--,0,0,0,0,0,0,0,5
125,o,--,--,,--,0.0,9,--,3,--,--,--,0,0,0,0,0,2,0,3
126,o,--,--,,--,0.0,5,--,1,--,--,--,0,0,0,1,1,2,0,4
127,o,1,10,,--,1.0,3,--,11,--,--,--,0,0,0,0,0,1,1,3
128,o,0,67,,-40,1.0,9,--,11,--,--,--,0,0,0,0,0,2,0,4
129,o,--,--,,--,1.0,5,--,11,--,--,--,0,0,0,1,1,2,0,4
131,o,0,10,,3,,3,-57,11,--,--,--,1,0,0,0,0,1,0,4
132,o,0,67,,-40,0.0,--,--,3,--,--,--,0,0,0,0,0,3,0,2
133,o,0,--,,-40,0.0,--,--,7,--,--,--,0,0,0,0,0,3,0,2
134,o,1,10,,--,1.0,2,0,11,--,--,--,0,0,0,0,0,2,0,4
135,o,--,--,,--,1.0,3,--,11,--,--,--,1,0,0,0,0,1,0,4
